Ville;Quartier;Prix;Type de Bien;Surface;Nombre de Chambres;Nombre de Salles de Bain;Etage;Terrasse;Garage;Ascenseur;Piscine;Securite
tanger;route nationale assilah;663000.0;appartement;78.0;2.0;1.0;3.0;1;1;1;0;1
tanger;malabata;2112000.0;appartement;96.0;2.0;2.0;3.0;1;1;1;0;1
tanger;castilla;2800000.0;local commercial;134.0;0.0;1.0;0.0;0;0;0;0;1
tanger;marjane;930000.0;appartement;80.0;2.0;2.0;3.0;0;1;1;0;0
tanger;marjane;6232000.0;terrain;328.0;0.0;0.0;0.0;0;0;0;0;0
tanger;manar;2317700.0;terrain;539.0;0.0;0.0;0.0;0;0;0;0;0
tanger;centre;1284000.0;bureau;74.0;0.0;1.0;1.0;0;1;1;0;1
tanger;centre;4000000.0;terrain;160.0;0.0;0.0;0.0;0;0;0;0;0
tanger;administratif;150000.0;bureau;80.0;0.0;1.0;1.0;0;0;1;0;1
tanger;centre;5500000.0;appartement;310.0;5.0;4.0;9.0;1;0;1;0;1
tanger;centre;7000000.0;villa;180.0;3.0;4.0;0.0;1;1;1;1;1
tanger;moujahidine;12800.0;appartement;65.0;2.0;2.0;3.0;1;1;1;1;1
tanger;tanja balia;1946000.0;appartement;139.0;3.0;2.0;3.0;0;1;1;1;0
tanger;mesnana;1078000.0;appartement;98.0;2.0;1.0;1.0;0;0;1;0;0
tanger;route nationale assilah;920000.0;appartement;100.0;3.0;1.0;3.0;1;1;1;0;1
tanger;moujahidine;13500.0;appartement;50.0;2.0;2.0;3.0;1;1;1;1;1
tanger;mesnana;1230500.0;appartement;107.0;2.0;1.0;3.0;0;1;1;0;1
tanger;tanja balia;1694000.0;appartement;121.0;3.0;2.0;3.0;0;1;1;1;0
tanger;tanger city center;21000000.0;bureau;756.0;0.0;0.0;3.0;1;0;0;0;0
tanger;mesnana;1255000.0;appartement;93.0;3.0;1.0;3.0;0;0;1;0;1
tanger;mesnana;1322500.0;appartement;115.0;4.0;2.0;3.0;0;1;1;0;1
tanger;mesnana;1377000.0;appartement;102.0;3.0;2.0;3.0;0;0;1;0;1
tanger;centre;1550000.0;appartement;114.0;2.0;2.0;5.0;1;1;1;0;0
tanger;malabata;2112000.0;appartement;96.0;2.0;2.0;3.0;1;1;1;0;1
tanger;tanger city center;43000000.0;bureau;1590.0;0.0;1.0;3.0;1;0;0;0;0
tanger;route nationale assilah;663000.0;appartement;78.0;2.0;1.0;3.0;1;1;1;0;1
tanger;malabata;3362000.0;appartement;146.0;3.0;2.0;3.0;1;1;1;0;1
tanger;mesnana;1311000.0;appartement;114.0;3.0;2.0;3.0;0;1;1;0;1
tanger;malabata;3362000.0;appartement;146.0;3.0;2.0;3.0;1;1;1;0;1
tanger;mesnana;1311000.0;appartement;114.0;3.0;2.0;3.0;0;1;1;0;1
tanger;mesnana;918000.0;appartement;68.0;2.0;1.0;3.0;0;0;1;0;1
tanger;mesnana;1261500.0;appartement;87.0;3.0;2.0;3.0;0;0;1;0;1
tanger;mesnana;1403000.0;appartement;122.0;3.0;2.0;3.0;0;1;1;0;1
tanger;malabata;15500000.0;villa;2200.0;7.0;10.0;0.0;1;1;1;1;1
tanger;marjane;1600000.0;appartement;107.0;3.0;2.0;1.0;1;0;1;0;0
tanger;marjane;900000.0;appartement;84.0;3.0;2.0;2.0;1;0;1;0;0
tanger;marchan;7900000.0;villa;300.0;6.0;6.0;0.0;1;0;0;0;1
tanger;mdina;3800000.0;riad;220.0;6.0;7.0;0.0;1;0;0;0;0
tanger;administratif;2450000.0;appartement;150.0;4.0;2.0;3.0;1;0;1;0;1
tanger;moujahidine;13500.0;appartement;60.0;2.0;1.0;3.0;0;1;1;0;1
tanger;mediouna;1802500.0;terrain;515.0;0.0;0.0;0.0;0;0;0;0;0
tanger;aouama gharbia;9000.0;appartement;70.0;2.0;2.0;3.0;1;1;0;0;0
tanger;mesnana;1391500.0;appartement;121.0;3.0;2.0;3.0;0;1;1;0;1
tanger;mesnana;1377000.0;appartement;102.0;3.0;2.0;3.0;0;0;1;0;1
tanger;mesnana;1345500.0;appartement;117.0;3.0;2.0;3.0;0;1;1;0;1
tanger;mesnana;841000.0;appartement;58.0;2.0;1.0;3.0;0;0;1;0;1
tanger;malabata;22500.0;appartement;61.0;2.0;1.0;1.0;0;1;1;0;1
tanger;tanja balia;1946000.0;appartement;139.0;3.0;0.0;3.0;0;0;1;1;1
tanger;malabata;17500.0;appartement;182.0;2.0;2.0;3.0;1;1;1;0;1
tanger;tanja balia;11000000.0;villa;300.0;4.0;1.0;0.0;0;0;0;0;0
tanger;malabata;2415000.0;appartement;105.0;2.0;2.0;3.0;1;1;1;0;1
tanger;mesnana;1165000.0;appartement;111.0;3.0;2.0;3.0;0;0;1;0;0
tanger;tanja balia;1960000.0;appartement;140.0;3.0;0.0;3.0;0;1;1;1;1
tanger;mesnana;1015000.0;appartement;70.0;2.0;1.0;3.0;0;0;1;0;1
tanger;mesnana;1046500.0;appartement;91.0;2.0;1.0;3.0;0;0;1;0;0
tanger;mesnana;1305250.0;appartement;113.0;3.0;2.0;1.0;0;0;1;0;0
tanger;route nationale assilah;663003.0;appartement;78.0;2.0;1.0;3.0;1;1;0;0;0
tanger;mesnana;1127000.0;appartement;98.0;2.0;1.0;3.0;0;0;1;0;1
tanger;al mandar al jamil;4500000.0;villa;220.0;6.0;6.0;0.0;1;1;0;1;0
tanger;mesnana;1161500.0;appartement;101.0;2.0;1.0;3.0;0;1;1;0;1
tanger;de la plage;1650000.0;appartement;68.0;2.0;2.0;3.0;0;1;1;0;1
tanger;mesnana;737000.0;appartement;67.0;1.0;1.0;3.0;0;0;1;0;0
tanger;jbel kbir;22000000.0;villa;2100.0;5.0;4.0;0.0;1;1;0;1;1
tanger;malabata;3646000.0;appartement;152.0;3.0;3.0;3.0;1;1;1;0;1
tanger;castilla;38000000.0;terrain;1461.0;0.0;0.0;0.0;0;0;0;0;0
tanger;malabata;1800000.0;appartement;72.0;2.0;2.0;3.0;1;1;1;0;1
tanger;de la plage;4700000.0;appartement;120.0;2.0;1.0;3.0;1;0;1;1;1
tanger;de la plage;2500000.0;appartement;66.0;2.0;1.0;9.0;1;0;1;1;1
tanger;de la plage;4500000.0;appartement;120.0;2.0;1.0;9.0;1;0;1;1;1
tanger;malabata;10000000.0;appartement;300.0;3.0;2.0;3.0;0;1;0;1;0
tanger;castilla;920000.0;appartement;92.0;0.0;3.0;3.0;1;0;1;0;0
tanger;centre;2900000.0;appartement;200.0;3.0;5.0;3.0;1;0;1;0;0
tanger;tanja balia;6500000.0;villa;1600.0;10.0;6.0;0.0;1;1;0;0;0
tanger;marjane;1650000.0;appartement;139.0;3.0;2.0;7.0;1;1;1;0;1
tanger;tanja balia;1344000.0;appartement;96.0;2.0;2.0;3.0;0;1;1;1;0
tanger;mesnana;1015000.0;appartement;70.0;2.0;1.0;3.0;0;0;1;0;1
tanger;mesnana;1107000.0;appartement;82.0;2.0;1.0;3.0;0;0;1;0;1
tanger;centre;2772000.0;appartement;126.0;3.0;2.0;3.0;0;0;1;0;0
tanger;castilla;1810000.0;appartement;177.0;3.0;2.0;3.0;1;1;1;0;1
tanger;castilla;1760000.0;appartement;182.0;2.0;2.0;3.0;1;1;1;0;1
tanger;mesnana;1215000.0;appartement;90.0;3.0;2.0;3.0;0;0;1;0;1
tanger;tanger city center;1180000.0;appartement;59.0;2.0;1.0;3.0;1;1;1;1;1
tanger;route nationale assilah;665000.0;appartement;78.0;2.0;1.0;3.0;1;1;0;0;1
tanger;malabata;3362000.0;appartement;146.0;3.0;2.0;3.0;1;1;1;0;1
tanger;mesnana;1288000.0;appartement;112.0;3.0;2.0;3.0;0;1;1;0;1
tanger;mesnana;1302750.0;appartement;97.0;2.0;1.0;3.0;0;0;1;0;1
tanger;californie;4400000.0;villa;380.0;5.0;3.0;0.0;1;1;0;0;1
tanger;malabata;2415000.0;appartement;105.0;2.0;2.0;3.0;1;1;1;0;1
tanger;jbel kbir;12000000.0;villa;1040.0;5.0;4.0;0.0;1;1;0;1;1
tanger;mesnana;958500.0;appartement;84.0;2.0;1.0;3.0;0;0;1;0;1
tanger;tanja balia;1110000.0;appartement;74.0;2.0;1.0;1.0;1;0;1;0;0
tanger;tanja balia;765000.0;appartement;51.0;2.0;1.0;3.0;0;0;1;0;0
tanger;branes kdima;1120000.0;appartement;93.0;3.0;2.0;4.0;1;1;1;0;1
tanger;route nationale assilah;290000.0;appartement;50.0;1.0;1.0;2.0;1;1;0;0;0
tanger;marjane;16000.0;appartement;146.0;3.0;2.0;1.0;0;1;1;1;1
tanger;jbel kbir;9500000.0;terrain;1070.0;0.0;0.0;0.0;0;0;0;0;0
tanger;de la plage;2730000.0;appartement;105.0;2.0;2.0;2.0;1;1;1;1;1
tanger;mghogha;950000.0;appartement;95.0;3.0;2.0;3.0;1;1;1;0;1
tanger;marjane;1165500.0;appartement;111.0;3.0;2.0;4.0;1;1;1;0;1
tanger;tanja balia;868000.0;appartement;62.0;1.0;2.0;3.0;1;1;1;1;1
tanger;de la plage;1200000.0;appartement;40.0;1.0;1.0;9.0;1;1;1;0;1
tanger;malabata;23500.0;appartement;51.0;1.0;1.0;3.0;0;1;1;0;1
tanger;beni touzine;730000.0;appartement;68.0;2.0;1.0;2.0;0;1;1;0;1
tanger;beni touzine;1090000.0;appartement;87.0;3.0;3.0;4.0;0;1;1;0;1
tanger;beni touzine;680000.0;appartement;65.0;2.0;1.0;2.0;0;1;1;0;1
tanger;beni touzine;1050000.0;appartement;84.0;3.0;2.0;2.0;0;1;1;0;1
tanger;castilla;2110000.0;appartement;213.0;3.0;2.0;3.0;1;1;1;0;1
tanger;route nationale assilah;663003.0;appartement;78.0;2.0;1.0;3.0;1;1;1;0;1
tanger;mesnana;1044000.0;appartement;72.0;2.0;1.0;3.0;0;0;1;0;1
tanger;mesnana;1493500.0;appartement;103.0;3.0;2.0;3.0;0;0;1;0;1
tanger;route nationale assilah;560000.0;appartement;66.0;2.0;1.0;3.0;1;1;1;0;1
tanger;mesnana;1165000.0;appartement;111.0;3.0;2.0;2.0;0;0;1;0;0
tanger;malabata;1800000.0;appartement;112.0;3.0;2.0;3.0;1;1;1;1;1
tanger;du golf;3900000.0;villa;400.0;4.0;3.0;0.0;1;1;0;0;1
tanger;mdina;1650000.0;riad;400.0;9.0;4.0;0.0;0;0;0;0;0
tanger;mdina;3000000.0;riad;330.0;8.0;4.0;0.0;0;0;0;0;0
tanger;marchan;9000000.0;riad;800.0;8.0;5.0;0.0;1;1;0;0;0
tanger;mdina;850000.0;maison;100.0;3.0;2.0;0.0;0;0;0;0;0
tanger;mdina;2050000.0;maison;180.0;5.0;3.0;0.0;1;0;0;0;1
tanger;aida;1500000.0;appartement;187.0;3.0;2.0;3.0;0;0;0;0;0
tanger;malabata;2112000.0;appartement;96.0;2.0;2.0;3.0;1;1;1;0;1
tanger;centre;1950000.0;appartement;120.0;2.0;2.0;2.0;1;1;0;0;1
tanger;de la plage;2500000.0;appartement;161.0;3.0;2.0;6.0;1;1;1;0;1
tanger;tanja balia;693000.0;appartement;66.0;2.0;1.0;2.0;0;1;1;0;1
tanger;californie;1500000.0;appartement;60.0;1.0;2.0;3.0;1;1;1;1;1
tanger;tanja balia;949000.0;appartement;73.0;2.0;2.0;1.0;1;1;1;1;1
tanger;de la plage;2354000.0;appartement;107.0;2.0;2.0;3.0;1;1;1;1;1
tanger;tanja balia;550000.0;appartement;56.0;2.0;1.0;3.0;0;1;1;0;1
tanger;centre;1380000.0;appartement;92.0;2.0;1.0;8.0;0;1;1;0;1
tanger;al mandar al jamil;1530000.0;bureau;83.0;0.0;1.0;3.0;0;1;1;0;1
tanger;centre;2055000.0;appartement;137.0;3.0;2.0;4.0;0;1;1;0;1
tanger;tanja balia;750000.0;appartement;51.0;2.0;1.0;3.0;0;1;1;0;1
tanger;mesnana;918000.0;appartement;68.0;2.0;1.0;3.0;0;0;1;0;1
tanger;mesnana;756000.0;appartement;56.0;2.0;1.0;3.0;0;0;1;0;1
tanger;mesnana;971500.0;appartement;67.0;2.0;1.0;3.0;0;0;1;0;1
tanger;route nationale assilah;663001.0;appartement;78.0;2.0;1.0;3.0;1;1;1;0;1
tanger;branes 2;1720000.0;appartement;99.0;2.0;2.0;3.0;0;1;1;0;1
tanger;malabata;23500.0;appartement;51.0;1.0;1.0;3.0;0;1;1;0;1
tanger;de la plage;2500000.0;appartement;210.0;3.0;2.0;1.0;1;0;1;1;0
tanger;mesnana;1134000.0;appartement;79.0;2.0;1.0;3.0;0;0;1;0;1
tanger;du golf;3950000.0;villa;370.0;4.0;3.0;0.0;1;1;0;0;1
tanger;tanger city center;2920000.0;appartement;66.0;1.0;1.0;20.0;1;1;1;0;1
tanger;achakar;1250000.0;appartement;85.0;2.0;1.0;3.0;1;1;1;1;1
tanger;mesnana;1498500.0;appartement;111.0;3.0;2.0;3.0;0;0;1;0;1
tanger;mesnana;972000.0;appartement;72.0;2.0;1.0;3.0;0;0;1;0;1
tanger;malabata;3646000.0;appartement;152.0;3.0;3.0;3.0;1;1;1;0;1
tanger;mesnana;1255500.0;appartement;86.0;2.0;1.0;3.0;0;0;1;0;1
tanger;moujahidine;1650000.0;appartement;110.0;3.0;2.0;3.0;1;0;1;0;1
tanger;mesnana;972000.0;appartement;72.0;2.0;1.0;3.0;0;0;1;0;1
tanger;route nationale assilah;400000.0;appartement;35.0;1.0;1.0;3.0;1;1;1;0;1
tanger;route nationale assilah;9500.0;appartement;66.0;2.0;1.0;3.0;0;0;1;1;1
tanger;mesnana;1102000.0;appartement;76.0;2.0;1.0;3.0;0;0;1;0;1
tanger;mdina;6700000.0;riad;360.0;8.0;7.0;0.0;0;0;0;0;0
tanger;tanja balia;832000.0;appartement;64.0;2.0;1.0;3.0;0;1;1;0;1
tanger;mghogha;740000.0;appartement;74.0;2.0;1.0;3.0;1;1;1;0;1
tanger;californie;3650000.0;appartement;146.0;4.0;4.0;3.0;1;1;1;1;1
tanger;iberie;3035000.0;appartement;104.0;2.0;2.0;1.0;1;1;1;0;1
tanger;centre;1276500.0;appartement;69.0;2.0;2.0;3.0;1;1;1;0;1
tanger;centre;1017000.0;appartement;56.0;1.0;1.0;1.0;1;1;1;0;1
tanger;al mandar al jamil;1525000.0;appartement;122.0;3.0;2.0;2.0;0;1;1;0;1
tanger;tanja balia;1728000.0;appartement;108.0;3.0;3.0;2.0;1;0;1;0;1
tanger;al mandar al jamil;1687500.0;appartement;125.0;3.0;2.0;2.0;1;1;1;0;1
tanger;sania;2625000.0;appartement;105.0;3.0;3.0;3.0;1;1;1;0;1
tanger;zone industrielle mghogha;600000.0;appartement;85.0;2.0;2.0;3.0;0;0;0;0;0
tanger;rmilat;7750000.0;villa;350.0;3.0;3.0;0.0;1;1;0;1;1
tanger;centre;2500000.0;appartement;120.0;3.0;2.0;3.0;0;1;1;0;1
tanger;malabata;9500000.0;villa;391.0;3.0;2.0;0.0;1;1;0;1;1
tanger;malabata;22500.0;appartement;61.0;2.0;1.0;1.0;0;1;1;0;1
tanger;mesnana;1495000.0;appartement;130.0;4.0;2.0;3.0;0;1;1;0;1
tanger;castilla;1810000.0;appartement;177.0;3.0;2.0;3.0;1;1;1;0;1
tanger;mdina;4400000.0;riad;260.0;5.0;5.0;0.0;1;0;0;0;1
tanger;malabata;18000000.0;villa;800.0;8.0;8.0;0.0;1;1;1;1;1
tanger;route nationale assilah;2850000.0;appartement;300.0;5.0;2.0;2.0;1;1;1;1;1
tanger;malabata;2500000.0;appartement;147.0;3.0;2.0;3.0;1;1;1;1;1
tanger;malabata;23000.0;appartement;105.0;3.0;2.0;3.0;0;1;1;0;1
tanger;californie;4500000.0;terrain;376.0;0.0;0.0;0.0;0;0;0;0;0
tanger;de la plage;3000000.0;appartement;161.0;4.0;3.0;7.0;1;1;1;0;1
tanger;drissia;4000000.0;maison;485.0;7.0;3.0;0.0;0;1;0;0;1
tanger;mesnana;1069500.0;appartement;93.0;2.0;1.0;3.0;0;1;1;0;1
tanger;mdina;2100000.0;maison;150.0;3.0;2.0;0.0;1;0;0;0;1
tanger;ahlane;12000.0;terrain;105.0;0.0;0.0;0.0;0;0;0;0;0
tanger;centre;25000.0;terrain;2100.0;0.0;0.0;0.0;0;0;0;0;0
tanger;sania;2040000.0;appartement;102.0;2.0;2.0;1.0;1;1;1;0;1
tanger;sania;3036000.0;appartement;138.0;3.0;3.0;2.0;1;1;1;0;1
tanger;sania;2170000.0;appartement;87.0;2.0;2.0;3.0;1;1;1;1;1
tanger;mesnana;825000.0;appartement;66.0;3.0;2.0;3.0;1;0;1;0;0
tanger;tanja balia;14000.0;appartement;144.0;2.0;1.0;3.0;0;1;1;1;1
tanger;mister khouch;700000.0;appartement;81.0;2.0;1.0;3.0;0;0;1;0;0
tanger;administratif;2100000.0;appartement;157.0;2.0;2.0;1.0;0;1;1;0;0
tanger;malabata;2150000.0;appartement;84.0;2.0;2.0;1.0;1;1;0;1;1
tanger;sania;2600000.0;appartement;251.0;3.0;2.0;3.0;1;1;1;0;0
tanger;malabata;1800000.0;appartement;79.0;2.0;2.0;4.0;0;1;1;0;0
tanger;mesnana;864000.0;appartement;64.0;2.0;1.0;3.0;0;0;1;0;1
tanger;mesnana;756000.0;appartement;56.0;2.0;1.0;3.0;0;0;1;0;1
tanger;mesnana;1377500.0;appartement;113.0;2.0;1.0;3.0;0;0;1;0;1
tanger;aouama gharbia;9000.0;appartement;85.0;2.0;2.0;3.0;1;1;0;0;0
tanger;drissia;5750000.0;maison;120.0;10.0;5.0;0.0;0;1;0;0;0
tanger;malabata;860000.0;terrain;503.0;0.0;0.0;0.0;0;0;0;0;0
tanger;hay hassani;770000.0;appartement;80.0;3.0;1.0;1.0;1;0;0;0;0
tanger;mesnana;850000.0;appartement;88.0;2.0;2.0;5.0;0;0;1;0;1
tanger;administratif;1300000.0;bureau;90.0;0.0;2.0;1.0;1;1;1;0;1
tanger;iberie;850000.0;appartement;118.0;3.0;1.0;3.0;0;0;0;0;0
tanger;castilla;1950000.0;appartement;151.0;3.0;2.0;9.0;1;1;1;0;1
tanger;mozart;7400000.0;appartement;478.0;5.0;4.0;1.0;1;0;1;0;1
tanger;ziaten;14000.0;appartement;106.0;3.0;2.0;3.0;0;1;1;0;1
tanger;de la plage;2720000.0;appartement;160.0;3.0;2.0;8.0;0;0;1;0;1
tanger;malabata;2121000.0;appartement;100.0;2.0;2.0;1.0;1;0;1;0;1
tanger;malabata;2460000.0;local commercial;123.0;3.0;2.0;0.0;0;1;1;0;1
tanger;ziaten;1000000.0;appartement;75.0;2.0;2.0;5.0;0;1;1;0;0
tanger;route nationale assilah;1207500.0;terrain;115.0;0.0;0.0;0.0;0;0;0;0;0
tanger;aouama gharbia;9000.0;appartement;100.0;3.0;2.0;3.0;1;1;0;0;0
tanger;mesnana;1218000.0;appartement;84.0;2.0;1.0;3.0;0;0;1;0;1
tanger;moujahidine;12800.0;appartement;110.0;3.0;2.0;3.0;1;1;1;1;1
tanger;moujahidine;12800.0;appartement;71.0;2.0;2.0;3.0;1;1;1;1;1
tanger;mesnana;1322500.0;appartement;115.0;3.0;2.0;3.0;0;1;1;0;1
tanger;manar;2530000.0;terrain;220.0;0.0;0.0;0.0;0;0;0;0;0
tanger;el baraka;325000.0;appartement;58.0;2.0;1.0;3.0;1;0;0;0;0
tanger;malabata;23500.0;appartement;51.0;1.0;1.0;2.0;1;1;1;1;1
tanger;malabata;23500.0;appartement;51.0;1.0;1.0;2.0;1;1;1;0;1
tanger;moujahidine;12800.0;appartement;80.0;2.0;2.0;3.0;1;1;1;1;1
tanger;route nationale assilah;665000.0;appartement;78.0;2.0;1.0;3.0;1;1;0;0;1
tanger;malabata;2200000.0;appartement;110.0;3.0;2.0;3.0;1;1;1;1;0
tanger;tanja balia;520000.0;appartement;53.0;2.0;1.0;4.0;1;0;1;0;1
tanger;mesnana;650000.0;appartement;86.0;3.0;1.0;3.0;1;0;1;0;0
tanger;sania;1628000.0;appartement;74.0;2.0;1.0;1.0;1;1;1;0;1
tanger;aouama gharbia;9000.0;appartement;88.0;3.0;2.0;3.0;0;1;1;1;1
tanger;sania;2760000.0;appartement;120.0;2.0;2.0;3.0;1;1;1;0;0
tanger;sania;3174000.0;appartement;138.0;3.0;2.0;3.0;1;1;1;0;1
tanger;sania;2730000.0;appartement;105.0;3.0;2.0;3.0;0;0;1;0;1
tanger;marjane;600000.0;appartement;58.0;2.0;1.0;3.0;0;0;1;0;0
tanger;boukhalef;450000.0;appartement;58.0;2.0;2.0;3.0;1;1;0;0;0
tanger;malabata;2376000.0;appartement;108.0;2.0;2.0;5.0;1;1;1;0;0
tanger;tanja balia;1200000.0;appartement;80.0;2.0;1.0;3.0;0;0;1;0;0
tanger;azib haj kaddour;1940000.0;appartement;97.0;3.0;2.0;8.0;1;0;1;0;0
tanger;du golf;750000.0;appartement;79.0;3.0;1.0;3.0;1;0;0;0;1
tanger;centre;2300000.0;appartement;142.0;3.0;2.0;7.0;1;1;1;0;1
tanger;de la plage;2750000.0;appartement;100.0;2.0;2.0;8.0;1;1;1;0;1
tanger;centre;2450000.0;appartement;160.0;3.0;2.0;3.0;1;0;1;0;1
tanger;marjane;850000.0;appartement;72.0;2.0;1.0;4.0;0;0;1;0;1
tanger;route nationale assilah;2950000.0;villa;286.0;5.0;3.0;0.0;1;1;0;1;1
tanger;route nationale assilah;830000.0;appartement;80.0;3.0;2.0;3.0;0;1;1;1;1
tanger;de la plage;68500000.0;villa;350.0;6.0;4.0;0.0;1;1;0;1;1
tanger;malabata;2950000.0;appartement;98.0;2.0;2.0;2.0;1;1;1;1;1
tanger;marjane;1260000.0;appartement;110.0;2.0;2.0;5.0;1;0;1;0;1
tanger;aouama gharbia;9000.0;appartement;74.0;2.0;2.0;3.0;0;1;1;1;0
tanger;castilla;2110000.0;appartement;213.0;3.0;2.0;3.0;1;1;1;0;1
tanger;mesnana;989000.0;appartement;86.0;3.0;2.0;3.0;0;1;1;0;1
tanger;zone industrielle mghogha;600000.0;appartement;119.0;2.0;2.0;3.0;0;0;0;0;0
tanger;aouama gharbia;9000.0;appartement;83.0;3.0;2.0;3.0;0;1;1;1;1
tanger;malabata;22500.0;appartement;61.0;2.0;1.0;1.0;0;1;1;0;1
tanger;aouama gharbia;9000.0;appartement;74.0;2.0;2.0;3.0;0;1;1;1;1
tanger;moujahidine;720000.0;appartement;69.0;2.0;1.0;3.0;1;0;1;0;0
tanger;aharrarine;570000.0;appartement;51.0;2.0;1.0;10.0;0;0;1;0;1
tanger;tanja balia;1134000.0;appartement;81.0;2.0;2.0;3.0;1;1;1;1;0
tanger;achakar;3000000.0;terrain;600.0;0.0;0.0;0.0;0;0;0;0;0
tanger;achakar;810000.0;appartement;60.0;2.0;1.0;3.0;1;1;1;1;1
tanger;administratif;660000.0;appartement;74.0;2.0;1.0;1.0;1;0;0;0;0
tanger;tanja balia;1160000.0;terrain;120.0;0.0;0.0;0.0;0;0;0;0;0
tanger;el mers 2;1250000.0;maison;65.0;2.0;1.0;0.0;0;1;0;0;0
tanger;castilla;1000000.0;appartement;134.0;4.0;2.0;3.0;1;0;0;0;0
tanger;administratif;2300000.0;appartement;167.0;3.0;2.0;3.0;1;0;1;0;0
tanger;jbel kbir;5200000.0;villa;400.0;5.0;6.0;0.0;1;1;0;1;1
tanger;malabata;2625000.0;appartement;107.0;3.0;2.0;3.0;1;1;1;0;1
tanger;sania;2650000.0;appartement;69.0;2.0;2.0;3.0;1;1;1;0;1
tanger;tanger city center;2130000.0;appartement;99.0;3.0;2.0;8.0;0;1;1;0;0
tanger;marjane;1140000.0;appartement;83.0;3.0;2.0;1.0;0;1;1;0;1
tanger;branes 2;3600000.0;maison;96.0;9.0;3.0;0.0;0;0;0;0;0
tanger;du golf;4500000.0;villa;220.0;4.0;4.0;0.0;1;1;0;0;1
tanger;moujahidine;6800000.0;villa;480.0;5.0;3.0;0.0;0;1;0;1;0
tanger;mdina;680000.0;maison;60.0;3.0;1.0;0.0;0;0;0;0;0
tanger;mdina;2300000.0;maison;160.0;5.0;2.0;0.0;1;0;0;0;0
tanger;marjane;790000.0;appartement;88.0;2.0;1.0;3.0;0;0;1;0;0
tanger;mdina;1300000.0;riad;220.0;8.0;4.0;0.0;0;0;0;0;0
tanger;mesnana;1296000.0;appartement;96.0;3.0;2.0;3.0;0;0;1;0;1
tanger;malabata;23500.0;appartement;51.0;1.0;1.0;1.0;0;1;1;0;1
tanger;route nationale assilah;663006.0;appartement;78.0;2.0;1.0;3.0;1;1;1;1;1
tanger;mesnana;1495000.0;appartement;130.0;4.0;2.0;3.0;0;1;1;0;1
tanger;mdina;4000000.0;maison;90.0;9.0;4.0;0.0;0;0;0;0;0
tanger;mdina;2200000.0;maison;220.0;5.0;3.0;0.0;0;0;0;0;0
tanger;mdina;600000.0;maison;100.0;5.0;2.0;0.0;0;0;0;0;0
tanger;mdina;1800000.0;riad;250.0;5.0;2.0;0.0;0;0;0;0;0
tanger;malabata;1650000.0;appartement;75.0;2.0;2.0;1.0;1;1;1;1;1
tanger;tanja balia;1134000.0;appartement;81.0;2.0;2.0;3.0;1;1;1;1;1
tanger;tanja balia;600000.0;appartement;40.0;1.0;1.0;3.0;0;1;1;0;1
tanger;tanja balia;550000.0;appartement;53.0;2.0;1.0;2.0;1;1;1;0;0
tanger;malabata;2354000.0;appartement;107.0;2.0;2.0;3.0;0;1;1;1;1
tanger;malabata;1656000.0;appartement;72.0;2.0;1.0;3.0;1;1;1;1;1
tanger;tanger city center;1200000.0;appartement;40.0;1.0;1.0;8.0;0;1;0;0;1
tanger;tanger city center;1675000.0;appartement;67.0;2.0;2.0;4.0;1;1;1;0;1
tanger;malabata;2262000.0;appartement;87.0;2.0;2.0;2.0;0;1;1;0;1
tanger;mghogha;950000.0;appartement;95.0;2.0;2.0;1.0;1;1;1;0;1
tanger;iberie;2473000.0;appartement;85.0;3.0;2.0;1.0;1;1;1;0;1
tanger;centre;1017500.0;appartement;55.0;1.0;1.0;1.0;1;1;1;0;1
tanger;tanja balia;2346000.0;appartement;116.0;2.0;2.0;2.0;1;1;1;0;1
tanger;tanja balia;1200000.0;appartement;80.0;2.0;1.0;1.0;0;0;1;0;1
tanger;tanja balia;980000.0;appartement;70.0;2.0;1.0;3.0;0;0;1;0;1
tanger;tanja balia;938400.0;appartement;68.0;2.0;2.0;2.0;0;1;1;0;1
tanger;malabata;2365000.0;appartement;180.0;2.0;1.0;3.0;0;1;1;1;1
tanger;centre;1534000.0;appartement;99.0;3.0;2.0;3.0;0;1;1;0;1
tanger;marjane;1168000.0;villa;73.0;3.0;2.0;0.0;1;1;1;0;1
tanger;malabata;2400000.0;appartement;120.0;3.0;2.0;3.0;1;1;1;1;1
tanger;moujahidine;7500000.0;villa;340.0;5.0;3.0;0.0;1;1;0;0;0
tanger;mesnana;729000.0;appartement;54.0;1.0;1.0;3.0;0;0;1;0;1
tanger;mesnana;904500.0;appartement;67.0;2.0;1.0;3.0;0;0;1;0;1
tanger;aouama gharbia;9000.0;appartement;80.0;2.0;2.0;3.0;1;1;0;0;0
tanger;malabata;2600000.0;appartement;125.0;3.0;2.0;3.0;1;1;1;0;1
tanger;achakar;4990000.0;terrain;2502.0;0.0;0.0;0.0;0;0;0;0;0
tanger;branes 2;770000.0;appartement;87.0;2.0;2.0;4.0;0;1;1;0;1
tanger;malabata;4700000.0;appartement;210.0;3.0;3.0;5.0;1;1;1;1;1
tanger;marjane;660000.0;appartement;82.0;2.0;1.0;6.0;1;1;1;0;1
tanger;marjane;850000.0;appartement;90.0;2.0;1.0;3.0;0;0;0;0;0
tanger;marjane;1300000.0;appartement;82.0;2.0;2.0;6.0;0;0;1;0;0
