Ville;Quartier;Prix;Type de Bien;Surface;Nombre de Chambres;Nombre de Salles de Bain;Etage;Terrasse;Garage;Ascenseur;Piscine;Securite
marrakech;route de l'ourika;7625000.0;villa;422.0;4.0;4.0;0.0;1;1;1;1;1
marrakech;sidi bou amar;700000.0;riad;50.0;4.0;1.0;0.0;1;0;0;0;0
marrakech;agdal;2600000.0;appartement;152.0;2.0;2.0;1.0;1;1;1;1;0
marrakech;agdal;7500000.0;villa;900.0;4.0;4.0;0.0;1;1;1;1;1
marrakech;gueliz;855000.0;appartement;45.0;1.0;1.0;3.0;0;1;1;0;1
marrakech;gueliz;2300000.0;appartement;85.0;2.0;2.0;3.0;0;1;1;1;1
marrakech;masmoudi;1690000.0;terrain;304.0;0.0;0.0;0.0;0;0;0;0;0
marrakech;gueliz;2940000.0;appartement;125.0;3.0;3.0;3.0;1;0;1;0;1
marrakech;gueliz;2150000.0;appartement;96.0;2.0;2.0;1.0;1;1;1;0;1
marrakech;gueliz;850000.0;appartement;48.0;1.0;1.0;3.0;1;0;1;0;0
marrakech;route de fez;1400000.0;villa;200.0;3.0;2.0;0.0;1;1;0;1;1
marrakech;route de fez;8700000.0;villa;474.0;6.0;7.0;0.0;1;1;0;1;0
marrakech;agdal;6700000.0;villa;380.0;4.0;5.0;0.0;1;1;0;1;1
marrakech;hivernage;3230000.0;appartement;201.0;1.0;0.0;3.0;1;0;1;1;0
marrakech;route de fez;6804000.0;villa;1512.0;4.0;4.0;0.0;0;0;0;1;1
marrakech;boulevard med 6;2200000.0;appartement;91.0;3.0;2.0;3.0;1;1;1;1;1
marrakech;route amizmiz;30000.0;villa;200.0;3.0;1.0;0.0;0;0;0;1;0
marrakech;agdal;2400000.0;appartement;85.0;2.0;1.0;3.0;1;0;0;0;0
marrakech;route de tahanaout;1900000.0;appartement;86.0;3.0;1.0;3.0;0;1;0;1;0
marrakech;route de l'ourika;7350000.0;villa;305.0;4.0;5.0;0.0;1;1;0;1;1
marrakech;route de tahanaout;2100000.0;appartement;70.0;2.0;1.0;3.0;1;1;0;1;0
marrakech;route casablanca;1100000.0;appartement;83.0;2.0;2.0;3.0;1;1;0;0;1
marrakech;route de ouarzazate;1050000.0;appartement;59.0;1.0;1.0;3.0;0;1;1;1;1
marrakech;route de safi;1300000.0;appartement;82.0;2.0;2.0;1.0;1;1;1;0;1
marrakech;route de l'ourika;8700000.0;villa;498.0;4.0;5.0;0.0;1;0;0;1;0
marrakech;route de tahanaout;1700000.0;terrain;266.0;0.0;0.0;0.0;0;0;0;0;0
marrakech;mhamid;358000.0;local commercial;42.0;0.0;1.0;0.0;0;1;0;0;0
marrakech;route de tahanaout;6000000.0;terrain;38400.0;0.0;0.0;0.0;0;0;0;0;0
marrakech;hay mabrouka;550000.0;appartement;62.0;2.0;1.0;4.0;0;1;1;0;0
marrakech;route de safi;640000.0;bureau;70.0;0.0;1.0;1.0;1;1;0;0;1
marrakech;agdal;2700000.0;appartement;95.0;3.0;2.0;2.0;0;0;0;0;0
marrakech;gueliz;3500000.0;local commercial;84.0;0.0;2.0;0.0;0;0;0;0;0
marrakech;agdal;2500000.0;appartement;77.0;2.0;2.0;3.0;1;1;0;1;1
marrakech;gueliz;1550000.0;appartement;50.0;1.0;1.0;4.0;0;0;0;0;0
marrakech;hivernage;2200000.0;appartement;119.0;3.0;2.0;5.0;0;0;0;0;0
marrakech;route de tahanaout;1900000.0;appartement;80.0;2.0;2.0;2.0;0;0;0;0;0
marrakech;bouaakkaz;800000.0;appartement;75.0;2.0;2.0;3.0;0;0;1;0;0
marrakech;route de tahanaout;6500000.0;villa;400.0;4.0;4.0;0.0;1;1;0;1;0
marrakech;sidi ben slimane el jazouli;4000000.0;riad;260.0;6.0;6.0;0.0;1;0;0;1;0
marrakech;majorelle;11270000.0;villa;1127.0;6.0;2.0;0.0;1;1;0;0;1
marrakech;bab aylan;1100000.0;riad;120.0;3.0;2.0;0.0;1;0;0;0;0
marrakech;route de safi;380000.0;appartement;54.0;2.0;1.0;2.0;1;0;0;0;1
marrakech;gueliz;912000.0;appartement;48.0;2.0;2.0;2.0;0;1;1;0;1
marrakech;route amizmiz;4250000.0;villa;302.0;3.0;2.0;0.0;0;0;0;1;0
marrakech;boumesmar;2350000.0;maison;265.0;3.0;2.0;0.0;1;1;0;1;1
marrakech;route de tahanaout;3900000.0;villa;330.0;4.0;4.0;0.0;0;0;0;1;1
marrakech;agdal;5600000.0;villa;500.0;0.0;0.0;0.0;0;0;1;1;0
marrakech;route de l'ourika;1300000.0;terrain;950.0;0.0;0.0;0.0;0;0;0;0;0
marrakech;route de ouarzazate;11660000.0;villa;280.0;4.0;4.0;0.0;1;1;0;1;1
marrakech;route de tahanaout;7500000.0;villa;450.0;5.0;5.0;0.0;1;1;0;1;1
marrakech;route de tahanaout;2700000.0;appartement;100.0;3.0;2.0;3.0;1;0;0;1;1
marrakech;route amizmiz;2800000.0;appartement;100.0;3.0;2.0;3.0;1;1;0;1;1
marrakech;route amizmiz;3500000.0;appartement;150.0;2.0;3.0;3.0;1;1;1;1;1
marrakech;route de fez;7890000.0;villa;500.0;6.0;5.0;0.0;1;1;0;1;1
marrakech;route casablanca;1900000.0;appartement;107.0;2.0;2.0;1.0;0;0;0;1;1
marrakech;route de l'ourika;8850000.0;villa;512.0;4.0;5.0;0.0;1;0;0;1;0
marrakech;hay targa;5000000.0;villa;377.0;5.0;4.0;0.0;0;1;0;1;1
marrakech;hay targa;9800000.0;villa;1000.0;8.0;4.0;0.0;0;0;0;1;0
marrakech;gueliz;6000000.0;villa;495.0;4.0;2.0;0.0;1;1;0;0;1
marrakech;gueliz;1750000.0;appartement;83.0;2.0;2.0;4.0;1;1;1;1;0
marrakech;mhamid;2100000.0;terrain;137.0;0.0;0.0;0.0;0;0;0;0;0
marrakech;hay mabrouka;1390000.0;appartement;73.0;2.0;2.0;5.0;0;1;1;1;0
marrakech;gueliz;2100000.0;appartement;92.0;2.0;2.0;3.0;1;0;1;0;1
marrakech;gueliz;700000.0;appartement;44.0;1.0;1.0;3.0;1;1;1;1;1
marrakech;gueliz;700000.0;appartement;44.0;1.0;1.0;3.0;1;1;1;1;1
marrakech;gueliz;700000.0;appartement;44.0;1.0;1.0;3.0;1;1;1;1;1
marrakech;gueliz;700000.0;appartement;44.0;1.0;1.0;3.0;1;1;1;1;1
marrakech;route de l'ourika;7600000.0;terrain;10000.0;0.0;0.0;0.0;0;0;0;0;0
marrakech;route de tahanaout;2400000.0;appartement;84.0;2.0;2.0;1.0;1;1;0;1;1
marrakech;gueliz;2800000.0;appartement;125.0;3.0;3.0;2.0;1;1;1;0;0
marrakech;agdal;2650000.0;appartement;98.0;3.0;2.0;3.0;1;0;0;1;0
marrakech;arset moulay moussa;1350000.0;riad;67.0;2.0;1.0;0.0;1;0;0;0;0
marrakech;sidi mimoun;2800000.0;terrain;150.0;0.0;0.0;0.0;0;0;0;0;0
marrakech;gueliz;1750000.0;appartement;105.0;2.0;2.0;3.0;0;1;1;0;1
marrakech;ennakhil;2650000.0;appartement;134.0;3.0;2.0;3.0;1;1;0;1;0
marrakech;gueliz;1380000.0;appartement;84.0;1.0;1.0;3.0;1;1;1;0;0
marrakech;ain mezouar;1250000.0;appartement;90.0;2.0;2.0;3.0;1;1;1;0;0
marrakech;camp al ghoul;1550000.0;appartement;108.0;3.0;2.0;3.0;0;1;1;0;0
marrakech;hay targa;3700000.0;villa;480.0;6.0;4.0;0.0;1;1;0;0;0
marrakech;boulevard med 6;4850000.0;villa;300.0;3.0;4.0;0.0;1;1;0;1;0
marrakech;route casablanca;710000.0;appartement;44.0;1.0;1.0;3.0;0;1;1;1;1
marrakech;gueliz;1250000.0;appartement;79.0;1.0;2.0;3.0;0;0;1;0;0
marrakech;hay targa;7900000.0;villa;850.0;6.0;5.0;0.0;1;0;0;1;0
marrakech;route casablanca;1200000.0;appartement;97.0;1.0;1.0;3.0;1;0;0;0;0
marrakech;hay mabrouka;960000.0;appartement;107.0;2.0;1.0;3.0;1;1;0;0;0
marrakech;hay targa;3200000.0;villa;270.0;3.0;3.0;0.0;1;1;1;1;1
marrakech;gueliz;1750000.0;appartement;83.0;2.0;2.0;4.0;1;1;1;1;0
marrakech;route casablanca;690000.0;appartement;42.0;1.0;1.0;3.0;0;1;1;1;0
marrakech;gueliz;1900000.0;appartement;98.0;2.0;2.0;3.0;1;0;1;0;1
marrakech;gueliz;1300000.0;local commercial;53.0;0.0;1.0;0.0;0;0;0;0;0
marrakech;samlalia;1900000.0;appartement;90.0;2.0;2.0;3.0;1;1;1;1;1
marrakech;gueliz;1200000.0;appartement;47.0;1.0;1.0;3.0;0;0;1;0;0
marrakech;gueliz;6000000.0;local commercial;400.0;0.0;1.0;5.0;0;0;1;0;0
marrakech;route casablanca;3900000.0;villa;320.0;4.0;4.0;0.0;1;1;0;1;1
marrakech;route casablanca;1700000.0;appartement;134.0;2.0;1.0;3.0;1;1;1;1;0
marrakech;hay targa;5400000.0;villa;420.0;4.0;4.0;0.0;1;1;0;1;0
marrakech;hay targa;6970000.0;villa;397.0;6.0;8.0;0.0;0;0;0;1;0
marrakech;route amizmiz;3500000.0;villa;260.0;4.0;3.0;0.0;1;1;1;1;1
marrakech;agdal;5000000.0;villa;500.0;5.0;0.0;0.0;0;0;0;1;0
marrakech;route amizmiz;13300000.0;villa;1391.0;4.0;5.0;0.0;0;1;0;1;0
marrakech;route casablanca;1330750.0;local commercial;60.0;0.0;1.0;0.0;0;0;0;0;0
marrakech;route de l'ourika;3350000.0;villa;323.0;4.0;3.0;0.0;1;1;0;1;1
marrakech;route amizmiz;13800000.0;villa;1297.0;4.0;5.0;0.0;0;1;0;1;0
marrakech;route casablanca;3100000.0;villa;250.0;3.0;3.0;0.0;1;1;0;1;1
marrakech;sidi mimoun;7400000.0;riad;400.0;5.0;5.0;0.0;1;0;0;1;1
marrakech;route de l'ourika;14000000.0;riad;3770.0;13.0;14.0;0.0;1;1;1;1;1
marrakech;agdal;8000000.0;villa;450.0;5.0;3.0;0.0;1;1;0;1;0
marrakech;gueliz;1750000.0;appartement;83.0;2.0;2.0;3.0;1;1;1;1;0
marrakech;route casablanca;2400000.0;villa;190.0;3.0;2.0;0.0;1;0;0;0;0
marrakech;arset el houta;4500000.0;riad;300.0;6.0;2.0;0.0;1;0;0;1;0
marrakech;route de l'ourika;2700000.0;villa;250.0;3.0;3.0;0.0;1;1;0;0;0
marrakech;route amizmiz;8500000.0;villa;560.0;5.0;6.0;0.0;1;1;0;1;1
marrakech;route casablanca;946000.0;appartement;44.0;1.0;1.0;3.0;0;0;0;1;0
marrakech;route casablanca;1546000.0;appartement;134.0;2.0;1.0;3.0;1;0;0;1;0
marrakech;amerchich;1036000.0;appartement;74.0;2.0;1.0;3.0;0;0;0;0;0
marrakech;gueliz;1180000.0;appartement;44.0;1.0;1.0;3.0;1;1;1;1;1
marrakech;gueliz;1100000.0;appartement;49.0;1.0;1.0;3.0;1;1;1;1;1
marrakech;gueliz;1375000.0;appartement;55.0;1.0;1.0;3.0;1;0;1;1;1
marrakech;route de fez;6862500.0;villa;1525.0;4.0;4.0;0.0;0;0;0;1;1
marrakech;gueliz;678000.0;appartement;38.0;1.0;1.0;4.0;1;1;1;0;1
marrakech;agdal;2500000.0;appartement;97.0;3.0;2.0;3.0;1;1;1;1;1
marrakech;gueliz;1600000.0;appartement;84.0;2.0;2.0;4.0;0;1;1;1;0
marrakech;hay targa;1406000.0;terrain;380.0;0.0;0.0;0.0;0;0;0;0;0
marrakech;hay targa;3700000.0;villa;280.0;6.0;4.0;0.0;1;1;0;1;1
marrakech;route amizmiz;9500000.0;villa;320.0;6.0;6.0;0.0;1;1;0;1;1
marrakech;hay targa;7200000.0;villa;600.0;6.0;5.0;0.0;1;1;1;1;1
marrakech;route amizmiz;4500000.0;villa;466.0;5.0;6.0;0.0;1;1;0;1;0
marrakech;agdal;4200000.0;villa;265.0;4.0;4.0;0.0;1;1;0;1;0
marrakech;agdal;2700000.0;appartement;95.0;3.0;2.0;1.0;1;0;0;1;1
marrakech;kennaria;5600000.0;riad;150.0;2.0;2.0;0.0;0;0;0;0;0
marrakech;route de l'ourika;5485200.0;villa;911.0;5.0;7.0;0.0;1;0;0;1;1
marrakech;route amizmiz;792000.0;appartement;72.0;2.0;1.0;3.0;0;0;1;0;0
marrakech;route amizmiz;612000.0;appartement;44.0;1.0;1.0;2.0;1;1;1;1;1
marrakech;gueliz;935000.0;appartement;55.0;2.0;1.0;3.0;1;1;1;1;1
marrakech;gueliz;1155000.0;appartement;70.0;2.0;1.0;3.0;1;1;1;1;1
marrakech;gueliz;604500.0;appartement;35.0;1.0;1.0;3.0;1;1;1;1;0
marrakech;gueliz;700000.0;appartement;44.0;1.0;1.0;3.0;1;1;1;1;1
marrakech;agdal;1311000.0;appartement;57.0;1.0;1.0;3.0;1;1;1;1;1
marrakech;gueliz;1069000.0;appartement;41.0;1.0;1.0;3.0;1;1;1;1;1
marrakech;route amizmiz;3200000.0;villa;300.0;4.0;4.0;0.0;1;1;0;1;1
marrakech;route de l'ourika;4100000.0;villa;355.0;4.0;4.0;0.0;1;1;0;0;1
marrakech;gueliz;768000.0;appartement;32.0;1.0;0.0;3.0;0;0;0;0;0
marrakech;route de tahanaout;5800000.0;villa;500.0;5.0;5.0;0.0;1;1;0;1;1
marrakech;route de tahanaout;4200000.0;villa;330.0;4.0;4.0;0.0;0;0;0;1;1
marrakech;route de ouarzazate;2995500.0;terrain;1997.0;0.0;0.0;0.0;0;0;0;0;0
marrakech;route de tahanaout;3900000.0;villa;330.0;4.0;4.0;0.0;0;0;0;1;1
marrakech;gueliz;1504200.0;appartement;109.0;3.0;3.0;3.0;0;1;1;1;1
marrakech;route casablanca;1515000.0;appartement;137.0;2.0;1.0;3.0;1;0;0;1;0
marrakech;route amizmiz;14700000.0;villa;1377.0;4.0;5.0;0.0;0;1;0;1;0
marrakech;route de l'ourika;4500000.0;villa;401.0;3.0;3.0;0.0;1;1;0;1;1
marrakech;route de l'ourika;8500000.0;villa;1100.0;5.0;5.0;0.0;1;1;0;1;1
marrakech;route casablanca;1891000.0;appartement;122.0;3.0;2.0;3.0;1;1;1;1;1
marrakech;hivernage;2600000.0;appartement;125.0;2.0;2.0;3.0;1;1;1;1;1
marrakech;route casablanca;580000.0;appartement;58.0;2.0;1.0;1.0;1;1;1;0;1
marrakech;route de l'ourika;4700000.0;villa;400.0;4.0;3.0;0.0;1;1;0;1;1
marrakech;route de tahanaout;5800000.0;villa;500.0;5.0;5.0;0.0;1;1;0;1;1
marrakech;route casablanca;3300000.0;villa;250.0;3.0;4.0;0.0;1;0;0;1;1
marrakech;gueliz;1311000.0;appartement;69.0;1.0;2.0;2.0;1;1;1;0;0
marrakech;boulevard med 6;1300000.0;appartement;54.0;1.0;2.0;3.0;0;0;0;0;0
marrakech;route amizmiz;4900000.0;villa;1000.0;4.0;0.0;0.0;0;0;0;1;1
marrakech;gueliz;896230.0;appartement;47.0;1.0;1.0;3.0;1;1;1;0;1
marrakech;mhamid;840000.0;local commercial;56.0;0.0;1.0;0.0;0;0;0;0;0
marrakech;camp al ghoul;5000000.0;appartement;350.0;4.0;4.0;1.0;1;1;1;0;1
marrakech;kaat ben nahid;2800000.0;riad;123.0;6.0;2.0;0.0;0;0;0;0;0
marrakech;route casablanca;1620000.0;appartement;100.0;2.0;1.0;4.0;1;1;1;0;1
marrakech;ennakhil;7100000.0;villa;450.0;4.0;4.0;0.0;1;0;0;1;0
marrakech;samlalia;970000.0;appartement;107.0;2.0;1.0;3.0;0;0;0;0;0
marrakech;samlalia;900000.0;appartement;55.0;1.0;1.0;3.0;0;1;1;0;1
marrakech;hay targa;940000.0;appartement;85.0;2.0;2.0;3.0;1;0;0;0;0
marrakech;gueliz;1900000.0;appartement;153.0;3.0;3.0;4.0;1;0;1;0;1
marrakech;inconnu;10000000.0;villa;620.0;10.0;9.0;0.0;1;1;0;1;0
marrakech;amelkis;9000000.0;villa;460.0;4.0;4.0;0.0;1;0;0;0;0
marrakech;inconnu;8000000.0;riad;135.0;6.0;6.0;0.0;1;0;0;0;0
marrakech;inconnu;11000000.0;villa;500.0;5.0;3.0;0.0;1;1;0;1;1
marrakech;inconnu;3300000.0;riad;300.0;7.0;0.0;0.0;1;0;0;0;0
marrakech;route de l'ourika;3700000.0;villa;300.0;3.0;2.0;0.0;1;0;0;1;1
marrakech;route casablanca;714000.0;appartement;44.0;1.0;1.0;3.0;0;1;0;1;0
marrakech;gueliz;900000.0;appartement;42.0;1.0;1.0;3.0;1;0;1;0;1
marrakech;les portes de marrakech;2600000.0;villa;272.0;5.0;3.0;0.0;1;0;0;0;0
marrakech;hay mabrouka;1100000.0;appartement;111.0;3.0;2.0;3.0;1;0;0;0;0
marrakech;route casablanca;1300000.0;appartement;134.0;3.0;3.0;5.0;0;1;1;0;1
marrakech;agdal;1650000.0;appartement;80.0;2.0;1.0;3.0;1;0;1;1;1
marrakech;ouasis;8000000.0;villa;25000.0;4.0;6.0;0.0;1;1;0;1;1
marrakech;hay targa;4200000.0;villa;436.0;6.0;5.0;0.0;1;1;0;1;1
marrakech;ennakhil;2550000.0;appartement;143.0;3.0;2.0;1.0;1;1;0;1;1
marrakech;agdal;12000.0;appartement;60.0;1.0;1.0;3.0;1;0;0;1;0
marrakech;agdal;6600000.0;riad;350.0;5.0;5.0;0.0;0;1;0;1;1
marrakech;boulevard med 6;1600000.0;appartement;70.0;2.0;2.0;3.0;1;1;1;1;1
marrakech;gueliz;1750000.0;appartement;83.0;2.0;2.0;1.0;1;1;1;1;0
marrakech;gueliz;2800000.0;appartement;154.0;3.0;3.0;5.0;1;1;1;1;0
marrakech;gueliz;885500.0;appartement;31.0;1.0;0.0;3.0;0;0;0;0;0
marrakech;route de tahanaout;5800000.0;villa;500.0;5.0;5.0;0.0;1;1;0;1;0
marrakech;ennakhil;6600000.0;villa;1160.0;4.0;4.0;0.0;1;1;1;1;1
marrakech;route de tahanaout;4200000.0;villa;330.0;4.0;4.0;0.0;0;0;0;1;1
marrakech;gueliz;1665620.0;appartement;65.0;2.0;1.0;3.0;1;0;0;1;1
marrakech;gueliz;1050000.0;appartement;50.0;2.0;1.0;1.0;0;1;1;0;1
marrakech;hay targa;4300000.0;villa;522.0;1.0;1.0;0.0;1;1;0;1;1
marrakech;mhamid;460000.0;appartement;71.0;3.0;1.0;3.0;0;0;0;0;0
marrakech;ennakhil;5600000.0;villa;385.0;4.0;4.0;0.0;1;1;0;1;0
marrakech;rmila;2850000.0;riad;100.0;5.0;2.0;0.0;0;0;0;0;0
marrakech;bab aylan;1650000.0;riad;120.0;4.0;1.0;0.0;1;0;0;0;0
marrakech;essebtiyen;750000.0;riad;80.0;3.0;1.0;0.0;1;0;0;0;1
marrakech;assouel;2800000.0;riad;200.0;4.0;1.0;0.0;0;0;0;0;0
marrakech;gueliz;980000.0;appartement;49.0;1.0;1.0;3.0;1;1;1;0;0
marrakech;gueliz;1200000.0;appartement;76.0;2.0;2.0;3.0;1;1;1;0;0
marrakech;route de tahanaout;9000000.0;villa;497.0;5.0;6.0;0.0;1;1;0;1;1
marrakech;route d'agadir - essaouira;1650000.0;local commercial;90.0;0.0;1.0;0.0;0;0;0;0;1
marrakech;route amizmiz;6700000.0;villa;400.0;3.0;4.0;0.0;1;1;0;1;1
marrakech;route de l'ourika;4000000.0;terrain;24000.0;0.0;0.0;0.0;0;0;0;0;0
marrakech;ennakhil;4500000.0;villa;200.0;3.0;3.0;0.0;1;1;0;1;1
marrakech;ennakhil;5500000.0;villa;300.0;3.0;3.0;0.0;1;1;0;1;1
marrakech;gueliz;2270000.0;appartement;90.0;2.0;2.0;3.0;1;1;1;0;1
marrakech;hay targa;2600000.0;terrain;508.0;0.0;0.0;0.0;0;0;0;0;0
marrakech;gueliz;2500000.0;appartement;134.0;3.0;2.0;5.0;1;1;1;0;1
marrakech;massira 1;2100000.0;local commercial;116.0;0.0;1.0;0.0;0;0;0;0;1
marrakech;gueliz;5200000.0;local commercial;234.0;0.0;1.0;0.0;0;1;0;0;0
marrakech;ennakhil;14000000.0;villa;850.0;6.0;6.0;0.0;1;1;0;1;1
marrakech;gueliz;1410940.0;appartement;74.0;2.0;1.0;2.0;1;1;1;0;1
marrakech;route de l'ourika;3790000.0;villa;294.0;4.0;4.0;0.0;1;1;0;1;0
marrakech;gueliz;1036000.0;appartement;56.0;1.0;1.0;3.0;0;1;0;1;0
marrakech;hivernage;2460500.0;appartement;66.0;0.0;0.0;3.0;0;0;0;1;0
marrakech;rmila;4250000.0;riad;64.0;3.0;3.0;0.0;1;0;0;1;0
marrakech;route casablanca;967500.0;appartement;45.0;1.0;1.0;3.0;0;0;0;1;0
marrakech;route de tahanaout;5500000.0;villa;322.0;5.0;6.0;0.0;1;1;0;1;1
marrakech;gueliz;1850000.0;appartement;92.0;2.0;2.0;3.0;1;1;1;0;1
marrakech;boulevard med 6;7000000.0;local commercial;210.0;0.0;1.0;0.0;0;0;0;0;0
marrakech;gueliz;1220000.0;appartement;54.0;1.0;1.0;4.0;1;1;1;0;1
marrakech;route de l'ourika;9250000.0;villa;4440.0;4.0;4.0;0.0;1;0;0;1;0
marrakech;hay yasmina;2200000.0;appartement;190.0;2.0;2.0;4.0;1;1;1;0;1
marrakech;route casablanca;900000.0;terrain;163.0;0.0;0.0;0.0;0;0;0;0;0
marrakech;agdal;2700000.0;appartement;98.0;3.0;1.0;3.0;1;1;0;0;1
marrakech;hay mabrouka;1000000.0;appartement;78.0;2.0;2.0;2.0;0;1;1;1;0
marrakech;hay alfadl;1100000.0;appartement;105.0;3.0;2.0;3.0;0;1;1;0;0
marrakech;gueliz;2500000.0;appartement;85.0;2.0;2.0;4.0;1;0;1;0;0
marrakech;hivernage;1385000.0;appartement;81.0;1.0;1.0;1.0;1;1;1;0;0
marrakech;route de l'ourika;6700000.0;villa;720.0;4.0;4.0;0.0;1;1;0;1;1
marrakech;route de l'ourika;600000.0;terrain;2000.0;0.0;0.0;0.0;0;0;0;0;0
marrakech;route de fez;1400000.0;appartement;110.0;1.0;1.0;3.0;1;0;0;1;1
marrakech;gueliz;1300000.0;appartement;76.0;2.0;1.0;3.0;1;1;1;0;0
marrakech;gueliz;1700000.0;appartement;83.0;2.0;2.0;3.0;0;1;1;1;1
marrakech;gueliz;27000.0;appartement;58.0;2.0;1.0;3.0;1;1;1;0;1
marrakech;agdal;1500000.0;appartement;77.0;1.0;1.0;1.0;1;1;1;1;1
marrakech;route de l'ourika;5000000.0;villa;400.0;4.0;5.0;0.0;1;1;0;1;1
marrakech;agdal;2300000.0;appartement;98.0;3.0;2.0;3.0;1;0;0;1;1
marrakech;gueliz;1051000.0;appartement;54.0;1.0;1.0;3.0;1;1;1;1;1
marrakech;hay targa;4700000.0;villa;433.0;4.0;5.0;0.0;1;0;0;1;1
marrakech;samlalia;3050000.0;appartement;216.0;5.0;3.0;3.0;1;1;1;1;1
marrakech;route de tahanaout;2177000.0;terrain;622.0;0.0;0.0;0.0;0;0;0;0;0
marrakech;gueliz;1493300.0;appartement;109.0;3.0;3.0;3.0;0;1;1;1;1
marrakech;agdal;6400000.0;villa;500.0;5.0;0.0;0.0;0;0;0;1;0
marrakech;gueliz;1600000.0;appartement;62.0;1.0;1.0;3.0;0;0;0;1;0
marrakech;mhamid;683000.0;appartement;91.0;3.0;1.0;3.0;0;1;1;0;1
marrakech;route amizmiz;3350000.0;villa;254.0;3.0;2.0;0.0;0;0;0;1;0
marrakech;route de l'ourika;4400000.0;villa;368.0;4.0;2.0;0.0;1;1;1;1;1
marrakech;route de l'ourika;4500000.0;villa;368.0;4.0;3.0;0.0;1;1;0;1;1
marrakech;route de l'ourika;5875000.0;villa;407.0;4.0;3.0;0.0;1;1;1;1;1
marrakech;route de tahanaout;6800000.0;villa;500.0;4.0;4.0;0.0;1;1;0;1;1
marrakech;route de tahanaout;8100000.0;villa;460.0;5.0;4.0;0.0;1;1;0;1;1
marrakech;ennakhil;3650000.0;villa;300.0;3.0;3.0;0.0;0;0;0;1;1
marrakech;route de fez;2000000.0;appartement;87.0;2.0;2.0;3.0;1;1;0;0;1
marrakech;issil;4000000.0;villa;207.0;0.0;0.0;0.0;0;0;0;0;0
marrakech;route de fez;8500000.0;villa;430.0;5.0;5.0;0.0;1;1;0;1;0
marrakech;route de l'ourika;5900000.0;villa;300.0;3.0;3.0;0.0;1;1;0;1;0
marrakech;agdal;2300000.0;appartement;78.0;2.0;2.0;3.0;0;0;0;0;0
marrakech;camp al ghoul;1200000.0;appartement;62.0;2.0;1.0;1.0;0;1;1;0;0
marrakech;ouasis;60000.0;local commercial;58.0;0.0;1.0;0.0;0;0;0;0;0
marrakech;hay targa;3100000.0;villa;241.0;5.0;3.0;0.0;1;0;0;1;1
marrakech;azli;8000.0;terrain;2400.0;0.0;0.0;0.0;0;0;0;0;0
marrakech;bab ighli;7500.0;terrain;500.0;0.0;0.0;0.0;0;0;0;0;0
marrakech;ain mezouar;1360000.0;appartement;80.0;2.0;2.0;3.0;0;1;1;1;0
marrakech;route de tahanaout;6200000.0;villa;528.0;5.0;5.0;0.0;1;1;0;1;1
marrakech;route de fez;6759000.0;villa;1502.0;4.0;4.0;0.0;0;0;0;1;1
marrakech;gueliz;1344000.0;appartement;56.0;2.0;0.0;5.0;0;0;0;0;0
marrakech;gueliz;2980530.0;local commercial;83.0;1.0;1.0;0.0;0;0;0;0;0
marrakech;route amizmiz;11600000.0;villa;1181.0;4.0;5.0;0.0;0;1;0;1;1
marrakech;gueliz;1650000.0;appartement;64.0;1.0;1.0;3.0;0;0;0;1;0
marrakech;route casablanca;864250.0;local commercial;39.0;0.0;1.0;0.0;0;0;0;0;0
marrakech;route casablanca;5800000.0;villa;360.0;4.0;3.0;0.0;1;1;0;1;1
marrakech;hay targa;800000.0;appartement;86.0;3.0;2.0;3.0;0;1;0;0;1
marrakech;hay targa;3300000.0;villa;290.0;5.0;3.0;0.0;1;1;0;1;1
marrakech;issil;1250000.0;appartement;90.0;2.0;1.0;4.0;1;0;1;0;0
marrakech;agdal;6400000.0;villa;600.0;8.0;6.0;0.0;1;1;1;1;1
marrakech;massira 1;1200000.0;appartement;115.0;3.0;3.0;3.0;1;0;1;0;0
marrakech;agdal;8600000.0;villa;656.0;9.0;8.0;0.0;1;1;1;1;1
marrakech;route de l'ourika;5400000.0;villa;580.0;5.0;4.0;0.0;0;1;0;1;0
marrakech;izdihar;1600000.0;bureau;103.0;0.0;1.0;2.0;0;1;1;0;1
marrakech;route casablanca;9500000.0;villa;3000.0;5.0;5.0;0.0;0;1;0;1;0
marrakech;gueliz;7500000.0;local commercial;239.0;0.0;1.0;0.0;0;1;0;0;0
marrakech;agdal;2250000.0;appartement;75.0;2.0;2.0;3.0;0;0;0;0;0
marrakech;massira 1;1200000.0;local commercial;110.0;0.0;2.0;3.0;0;0;1;0;0
marrakech;route amizmiz;6000000.0;villa;2000.0;3.0;3.0;0.0;1;0;0;1;0
marrakech;agdal;7000000.0;villa;500.0;3.0;2.0;0.0;0;0;0;1;1
marrakech;hay targa;1200000.0;villa;110.0;3.0;2.0;0.0;0;0;0;1;0
marrakech;agdal;11000000.0;villa;780.0;10.0;10.0;0.0;1;1;1;1;1
marrakech;sidi mimoun;3700000.0;maison;160.0;5.0;2.0;0.0;1;0;0;0;0
marrakech;samlalia;1210000.0;appartement;57.0;1.0;1.0;3.0;1;0;1;0;0
marrakech;gueliz;1410940.0;appartement;74.0;2.0;1.0;1.0;1;1;1;0;1
marrakech;hivernage;3230000.0;appartement;201.0;0.0;0.0;3.0;0;0;0;1;0
marrakech;ennakhil;4000000.0;riad;360.0;5.0;3.0;0.0;1;1;0;0;0
